0	2.97353	-0.391497	-0.264653	6.31731e-05	0.000778913	0.000631731	nan	1
0.1	2.94707	-0.391487	-0.264564	0.000135868	0.000886407	0.000726945	nan	1
0.2	2.92062	-0.391469	-0.264463	0.000219384	0.00100695	0.000835165	nan	1
0.3	2.89418	-0.391442	-0.264349	0.000315179	0.00114183	0.000957946	nan	1
0.4	2.86775	-0.391405	-0.26422	0.000424878	0.00129246	0.00109699	nan	1
0.5	2.84133	-0.391357	-0.264074	0.000550295	0.00146028	0.00125417	nan	1
0.6	2.81494	-0.391294	-0.263909	0.000693445	0.00164686	0.00143151	nan	1
0.7	2.78855	-0.391217	-0.263724	0.000856567	0.00185383	0.00163122	nan	1
0.8	2.76219	-0.391122	-0.263515	0.00104214	0.00208287	0.00185569	nan	1
0.9	2.73585	-0.391007	-0.263282	0.00125289	0.00233575	0.00210751	nan	1
1	2.70954	-0.39087	-0.26302	0.00149183	0.00261428	0.00238945	nan	1
1.1	2.68325	-0.390707	-0.262728	0.00176228	0.00292028	0.00270449	nan	1
1.2	2.65699	-0.390516	-0.262403	0.00206786	0.00325561	0.00305579	nan	1
1.3	2.63077	-0.390292	-0.262041	0.00241253	0.0036221	0.00344672	nan	1
1.4	2.60459	-0.390031	-0.261639	0.00280062	0.00402157	0.00388084	nan	1
1.5	2.57845	-0.389729	-0.261193	0.0032368	0.00445575	0.00436188	nan	1
1.6	2.55235	-0.389381	-0.2607	0.00372618	0.00492627	0.00489375	nan	1
1.7	2.52631	-0.388981	-0.260157	0.00427423	0.00543463	0.00548052	nan	1
1.8	2.50032	-0.388523	-0.259559	0.00488687	0.00598214	0.00612636	nan	1
1.9	2.4744	-0.388	-0.258902	0.00557042	0.00656985	0.00683558	nan	1
2	2.44854	-0.387405	-0.258182	0.00633168	0.00719854	0.00761252	nan	1
2.1	2.42277	-0.38673	-0.257395	0.00717783	0.00786863	0.00846157	nan	1
2.2	2.39707	-0.385965	-0.256537	0.00811654	0.00858014	0.0093871	nan	1
2.3	2.37146	-0.385101	-0.255604	0.00915588	0.00933257	0.0103934	nan	1
2.4	2.34595	-0.384128	-0.254591	0.0103043	0.0101249	0.0114846	nan	1
2.5	2.32055	-0.383034	-0.253496	0.0115708	0.0109555	0.0126646	nan	1
2.6	2.29526	-0.381808	-0.252313	0.0129645	0.011822	0.0139371	nan	1
2.7	2.27009	-0.380435	-0.251041	0.0144951	0.0127213	0.0153054	nan	1
2.8	2.24505	-0.378901	-0.249676	0.0161723	0.0136495	0.0167722	nan	1
2.9	2.22016	-0.377192	-0.248216	0.0180062	0.0146019	0.0183397	nan	1
3	2.19542	-0.375292	-0.246659	0.0200072	0.0155726	0.0200095	178.989	1
3.1	2.17083	-0.373182	-0.245003	0.0221854	0.016555	0.0217822	177.775	1
3.2	2.14642	-0.370845	-0.243249	0.0245512	0.0175414	0.0236577	176.827	1
3.3	2.12219	-0.368262	-0.241397	0.0271146	0.0185233	0.0256345	175.922	1
3.4	2.09815	-0.365412	-0.239448	0.0298857	0.0194908	0.0277102	175.007	1
3.5	2.0743	-0.362274	-0.237404	0.0328737	0.0204336	0.0298808	174.058	1
3.6	2.05067	-0.358826	-0.23527	0.0360878	0.0213402	0.032141	173.061	1
3.7	2.02725	-0.355045	-0.233051	0.0395362	0.0221984	0.0344836	172.006	1
3.8	2.00406	-0.350907	-0.230751	0.0432262	0.0229954	0.0368997	170.888	1
3.9	1.98111	-0.346387	-0.228379	0.047164	0.0237178	0.0393782	169.701	1
4	1.95839	-0.341461	-0.225944	0.0513546	0.024352	0.0419062	168.441	1
4.1	1.93592	-0.336103	-0.223456	0.0558014	0.0248844	0.0444678	167.107	1
4.2	1.9137	-0.330288	-0.220926	0.0605059	0.0253013	0.0470451	165.699	1
4.3	1.89174	-0.323989	-0.218367	0.0654676	0.0255897	0.0496171	164.218	1
4.4	1.87003	-0.317182	-0.215793	0.0706836	0.0257374	0.0521599	162.666	1
4.5	1.84858	-0.30984	-0.21322	0.0761482	0.0257331	0.0546465	161.05	1
4.6	1.82738	-0.30194	-0.210663	0.0818529	0.0255671	0.0570466	159.376	1
4.7	1.80644	-0.293458	-0.20814	0.0877855	0.0252317	0.0593262	157.654	1
4.8	1.78575	-0.284372	-0.205668	0.0939303	0.0247212	0.061448	155.894	1
4.9	1.76531	-0.274663	-0.203264	0.100267	0.0240329	0.0633709	154.11	1
5	1.7451	-0.264311	-0.200948	0.106772	0.023167	0.0650499	152.315	1
5.1	1.72511	-0.253301	-0.198735	0.113416	0.0221271	0.0664367	150.527	1
5.2	1.70534	-0.241622	-0.196643	0.120164	0.0209209	0.0674795	148.762	1
5.3	1.68578	-0.229265	-0.194687	0.126976	0.0195601	0.0681236	147.036	1
5.4	1.6664	-0.216226	-0.192881	0.133808	0.0180607	0.0683115	145.366	1
5.5	1.64719	-0.202505	-0.191236	0.140606	0.0164435	0.0679846	143.767	1
5.6	1.62814	-0.188109	-0.189763	0.147314	0.0147336	0.0670831	142.254	1
5.7	1.60923	-0.17305	-0.188467	0.153869	0.0129608	0.0655485	140.841	1
5.8	1.59044	-0.157347	-0.187351	0.160202	0.0111589	0.0633241	139.538	1
5.9	1.57175	-0.141025	-0.186414	0.166237	0.00936507	0.0603579	138.355	1
6	1.55315	-0.124118	-0.185653	0.171898	0.00761939	0.0566042	137.3	1
6.1	1.53461	-0.106668	-0.185056	0.1771	0.00596352	0.0520261	136.379	1
6.2	1.51613	-0.0887249	-0.184612	0.18176	0.00443942	0.0465983	135.598	1
6.3	1.49768	-0.0703473	-0.184303	0.185791	0.00308773	0.0403094	134.96	1
6.4	1.47926	-0.0516024	-0.184109	0.189108	0.00194599	0.033164	134.469	1
6.5	1.46086	-0.0325657	-0.184004	0.191626	0.0010467	0.0251851	134.129	1
6.6	1.44246	-0.013321	-0.183963	0.193268	0.000415452	0.0164155	133.941	1
6.7	1.42406	0.00604035	-0.183956	0.193959	6.90557e-05	0.00691812	133.91	1
6.8	1.40567	0.0254202	-0.183954	0.193637	1.40576e-05	-0.00322395	134.042	1
6.9	1.38727	0.0447143	-0.18393	0.192246	0.000245625	-0.0139088	134.341	1
7	1.36888	0.0638139	-0.183855	0.189744	0.000747009	-0.0250179	134.817	1
7.1	1.35051	0.0826062	-0.183706	0.186102	0.00148968	-0.0364198	135.48	1
7.2	1.33215	0.100977	-0.183463	0.181305	0.00243417	-0.0479737	136.344	1
7.3	1.31382	0.118809	-0.18311	0.175352	0.00353164	-0.0595346	137.429	1
7.4	1.29553	0.13599	-0.182637	0.168256	0.00472608	-0.0709582	138.756	1
7.5	1.2773	0.152405	-0.182041	0.160045	0.00595698	-0.0821056	140.357	1
7.6	1.25913	0.167945	-0.181325	0.15076	0.00716229	-0.0928479	142.27	1
7.7	1.24104	0.182506	-0.180497	0.140453	0.00828153	-0.103069	144.543	1
7.8	1.22304	0.195988	-0.179571	0.129186	0.00925868	-0.11267	147.24	1
7.9	1.20513	0.208299	-0.178566	0.11703	0.0100448	-0.121568	150.452	1
8	1.18732	0.219353	-0.177506	0.10406	0.0106001	-0.129698	154.308	1
8.1	1.16963	0.229074	-0.176417	0.0903586	0.0108957	-0.137012	159.044	1
8.2	1.15204	0.237392	-0.175325	0.0760112	0.0109143	-0.143474	165.234	1
