0	2.97353	-0.390497	-0.264655	6.31193e-05	0.000775546	0.000631193	nan	1
0.1	2.94707	-0.390487	-0.264567	0.000135752	0.000882575	0.000726327	nan	1
0.2	2.92062	-0.390469	-0.264467	0.000219198	0.0010026	0.000834456	nan	1
0.3	2.89418	-0.390442	-0.264353	0.000314911	0.0011369	0.000957134	nan	1
0.4	2.86775	-0.390405	-0.264224	0.000424517	0.00128687	0.00109606	nan	1
0.5	2.84133	-0.390357	-0.264079	0.000549828	0.00145398	0.00125311	nan	1
0.6	2.81493	-0.390295	-0.263915	0.000692858	0.00163975	0.0014303	nan	1
0.7	2.78855	-0.390217	-0.263731	0.000855842	0.00184583	0.00162984	nan	1
0.8	2.76219	-0.390122	-0.263523	0.00104126	0.00207389	0.00185413	nan	1
0.9	2.73585	-0.390008	-0.263291	0.00125183	0.00232568	0.00210575	nan	1
1	2.70953	-0.389871	-0.26303	0.00149058	0.00260301	0.00238746	nan	1
1.1	2.68324	-0.389708	-0.262739	0.0017608	0.0029077	0.00270224	nan	1
1.2	2.65699	-0.389517	-0.262415	0.00206613	0.00324159	0.00305326	nan	1
1.3	2.63076	-0.389293	-0.262055	0.00241051	0.00360652	0.00344387	nan	1
1.4	2.60458	-0.389032	-0.261654	0.00279828	0.00400428	0.00387764	nan	1
1.5	2.57843	-0.388731	-0.261211	0.00323411	0.0044366	0.0043583	nan	1
1.6	2.55234	-0.388383	-0.26072	0.00372308	0.00490511	0.00488976	nan	1
1.7	2.52629	-0.387983	-0.260179	0.00427069	0.0054113	0.00547606	nan	1
1.8	2.5003	-0.387526	-0.259583	0.00488283	0.00595646	0.0061214	nan	1
1.9	2.47438	-0.387003	-0.258929	0.00556584	0.00654166	0.00683007	nan	1
2	2.44852	-0.386408	-0.258212	0.00632648	0.00716767	0.00760641	nan	1
2.1	2.42274	-0.385734	-0.257429	0.00717196	0.00783491	0.00845482	nan	1
2.2	2.39704	-0.384969	-0.256575	0.00810992	0.00854338	0.00937964	nan	1
2.3	2.37143	-0.384107	-0.255645	0.00914844	0.0092926	0.0103852	nan	1
2.4	2.34591	-0.383134	-0.254637	0.010296	0.0100815	0.0114756	nan	1
2.5	2.3205	-0.382041	-0.253546	0.0115615	0.0109086	0.0126547	nan	1
2.6	2.29521	-0.380816	-0.252369	0.0129541	0.0117714	0.0139263	nan	1
2.7	2.27003	-0.379444	-0.251102	0.0144834	0.0126668	0.0152935	nan	1
2.8	2.24499	-0.377912	-0.249743	0.0161594	0.013591	0.0167592	nan	1
2.9	2.22009	-0.376204	-0.248289	0.0179919	0.0145392	0.0183256	nan	1
3	2.19534	-0.374305	-0.246739	0.0199913	0.0155057	0.0199941	178.963	1
3.1	2.17075	-0.372197	-0.24509	0.0221679	0.0164837	0.0217655	177.764	1
3.2	2.14633	-0.369862	-0.243344	0.0245319	0.0174658	0.0236395	176.82	1
3.3	2.12208	-0.367281	-0.2415	0.0270933	0.0184431	0.0256148	175.918	1
3.4	2.09803	-0.364433	-0.239559	0.0298622	0.0194063	0.0276889	175.006	1
3.5	2.07418	-0.361297	-0.237525	0.032848	0.0203446	0.0298577	174.059	1
3.6	2.05053	-0.357852	-0.2354	0.0360596	0.0212468	0.032116	173.064	1
3.7	2.0271	-0.354074	-0.23319	0.0395052	0.0221006	0.0344565	172.012	1
3.8	2.0039	-0.349939	-0.2309	0.0431923	0.0228934	0.0368703	170.896	1
3.9	1.98092	-0.345423	-0.228539	0.0471269	0.0236117	0.0393464	169.711	1
4	1.95819	-0.340501	-0.226115	0.0513141	0.0242421	0.0418716	168.454	1
